DoY-2007  NP  VR  VT  VN  BR  BT  BN  B
235.002638888889	3.48924	368.7	0.2	-4.8	-2.519	1.526	0.203	2.953
235.005416666667	4.2332	362.9	0.3	-3.7	-2.581	-0.159	0.689	2.689
235.008194444444	3.67772	363.5	-1.5	-2.7	-2.505	-0.878	0.801	2.774
235.010972222222	4.06081	361.3	-1.6	-1.8	-2.545	-0.391	0.771	2.688
235.013761574074	3.42088	362.9	-5.5	-0.4	-2.283	-1.033	0.906	2.668
235.016539351852	3.44042	362.2	-4	0.1	-2.325	-1.095	0.895	2.722
235.01931712963	3.70344	361	-4.4	0.4	-2.274	-1.01	0.887	2.642
235.022094907407	3.8294	364.1	-3.2	-0.1	-2.319	-1.007	0.939	2.698
235.024884259259	3.47049	360.3	-3.3	-0.1	-2.351	-1.009	0.988	2.742
235.027662037037	3.78332	359.8	-2.1	-0.4	-2.392	-0.865	0.98	2.727
235.030439814815	3.58662	360.6	-2.7	0.2	-2.429	-0.836	1.045	2.773
235.033229166667	3.70976	360	-3.4	1.2	-2.412	-0.84	0.964	2.732
235.036006944444	3.75281	359.8	-2.7	0.7	-2.339	-0.986	0.969	2.718
235.038784722222	3.83205	359.3	-1.4	1.3	-2.359	-1.015	0.98	2.751
235.0415625	3.92267	357.9	-0.6	-0.3	-2.492	-0.9	0.813	2.772
235.044351851852	3.90809	358.1	0.1	-1.8	-2.497	-0.885	0.886	2.794
235.04712962963	3.91007	361.7	0.1	-1.2	-2.522	-0.773	0.949	2.805
235.049907407407	3.81334	357.4	1.4	-2	-2.503	-0.658	0.952	2.768
235.052696759259	4.30005	358.4	2	-2.5	-2.538	-0.352	0.833	2.695
235.055474537037	4.41532	358.3	0.7	-2	-2.53	-0.434	0.826	2.701
235.058252314815	4.44473	360.1	0.3	-2.1	-2.628	-0.116	0.719	2.728
235.061030092593	4.36474	359.4	0.5	-2.1	-2.602	-0.136	0.696	2.697
235.063819444444	4.2112	361.2	-1	-1.5	-2.643	-0.345	0.761	2.773
235.066597222222	4.24819	361.2	-0.9	-0.8	-2.634	-0.349	0.779	2.772
235.069375	4.30249	360.8	-0.5	-1.2	-2.632	-0.381	0.791	2.776
235.072152777778	4.48391	365	-1	-0.2	-2.672	-0.146	0.72	2.772
235.07494212963	4.18964	360	-0.6	-0.1	-2.638	-0.227	0.696	2.74
235.077719907407	4.26078	359.5	-2	1.5	-2.584	-0.041	0.761	2.695
235.080497685185	4.27721	359.4	-1.8	0.8	-2.556	-0.024	0.775	2.672
235.083287037037	4.22457	359.5	-2	0.9	-2.592	0.086	0.684	2.683
235.086064814815	4.00715	360.4	-2.8	1.6	-2.601	0.094	0.779	2.717
235.088842592593	4.19225	358.8	-1.6	0.1	-2.668	0.219	0.803	2.795
235.09162037037	4.0954	358.7	-2.1	0.3	-2.582	0.071	0.727	2.684
235.094409722222	4.13273	359.2	-2	-0.3	-2.595	1E-3	0.72	2.693
235.0971875	4.265	362.1	-1.7	-0.3	-2.63	0.078	0.799	2.751
235.099965277778	4.12768	356.3	-1.2	-0.5	-2.614	0.063	0.728	2.714
235.10275462963	4.44072	358	-1.4	0.2	-2.612	0.041	0.631	2.688
235.105532407407	4.21653	356.2	-0.9	-0.3	-2.649	-0.085	0.549	2.707
235.108310185185	4.29787	358.2	-1.3	0.3	-2.641	-0.034	0.572	2.701
235.111087962963	4.14032	356.8	-1.1	0.2	-2.626	-0.019	0.534	2.68
235.113877314815	4.26284	357.8	-1.5	0.6	-2.64	0.035	0.539	2.694
235.116655092593	4.10573	356.6	-1.1	0.2	-2.632	0.01	0.55	2.688
235.11943287037	4.2441	358.3	-1.6	0.9	-2.601	-0.043	0.442	2.64
235.122210648148	4.29357	362.1	-1.6	-0.5	-2.661	-0.192	0.215	2.681
235.125	3.97941	357.5	-1.4	-0.3	-2.671	-0.082	0.276	2.686
235.127777777778	4.16806	357.8	-1.4	-0.9	-2.661	-0.004	0.371	2.687
235.130555555556	4.05227	357	-1.5	0	-2.656	0.065	0.316	2.676
235.133344907407	4.29643	357.2	-2	0.5	-2.629	0.204	0.414	2.669
235.136122685185	3.88539	356.9	-2	1.7	-2.638	0.326	0.305	2.676
235.138900462963	4.06623	358.5	-3	3.5	-2.484	0.32	0.748	2.615
235.141678240741	3.89751	357.2	-2.3	1.8	-2.502	0.315	0.732	2.626
235.144467592593	4.10633	358.1	-2.9	2.6	-2.492	0.328	0.692	2.608
235.14724537037	4.30725	361.8	-2.1	-0.3	-2.447	0.375	0.884	2.629
235.150023148148	3.91548	356.8	-2.4	1.9	-2.426	0.451	0.898	2.627
235.1528125	4.21345	356.7	-2.2	0.7	-2.429	0.442	0.812	2.6
235.155590277778	3.98986	355.3	-2.1	0.5	-2.396	0.433	0.879	2.589
235.158368055556	4.20185	355.9	-2.1	0.6	-2.378	0.475	0.771	2.546
235.161145833333	4.2598	352.7	-2.4	0.7	-2.307	0.466	0.752	2.471
235.163935185185	4.13282	353.6	-3.2	1.5	-2.341	0.438	0.67	2.476
235.166712962963	4.24025	352.2	-2	0.5	-2.294	0.551	0.69	2.458
235.169490740741	4.37356	354.6	-1.6	-0.1	-2.272	0.658	0.767	2.489
235.172268518519	4.35837	357.8	-2	0.1	-2.245	0.667	0.816	2.48
235.17505787037	3.95022	353.2	-2.3	0.7	-2.293	0.673	0.9	2.555
235.177835648148	4.19557	354.3	-1.5	-1	-2.25	0.837	0.801	2.531
235.180613425926	4.06777	353.1	-0.8	-1.9	-2.263	0.816	0.75	2.523
235.183402777778	4.07121	354.3	-0.7	-1.8	-2.268	0.825	0.778	2.536
235.186180555556	3.63106	354	-2	0.6	-2.238	0.813	0.855	2.531
235.188958333333	3.89202	354.6	-2.7	1.2	-2.186	0.759	0.944	2.5
235.191736111111	3.92617	352.4	-1.7	0.1	-2.325	0.757	0.547	2.509
235.194525462963	3.73276	353.4	-2.6	1.1	-2.246	0.75	0.753	2.495
235.197303240741	3.82719	356.9	-1.8	-0.9	-2.248	0.856	0.674	2.5
235.200081018519	3.63727	350.8	-1.7	-1.3	-2.168	1.015	0.702	2.496
235.20287037037	3.72538	351.2	-2.1	-1	-2.227	0.902	0.643	2.488
235.205648148148	3.73792	350.3	-2.2	-0.3	-2.2	0.794	0.64	2.424
235.208425925926	3.68245	350.6	-2.1	-0.8	-2.19	0.697	0.588	2.373
235.211203703704	3.64464	348.2	-2.4	-1.1	-2.21	0.62	0.498	2.351
235.213993055556	3.74827	350.2	-1.9	-1.7	-2.185	0.729	0.418	2.341
235.216770833333	3.61595	348.7	-1.7	-2.1	-2.151	0.832	0.506	2.362
235.219548611111	3.93655	347.4	-1.6	-1.6	-1.947	0.993	0.414	2.227
235.222326388889	3.51522	349.6	-4	-0.5	-1.896	0.895	0.467	2.15
235.225115740741	3.17138	349.5	-3.8	-1.7	-2.18	0.435	0.438	2.268
235.227893518519	3.14496	349.8	-4.6	-1.3	-2.144	0.441	0.4	2.226
235.230671296296	2.99018	348	-7.4	-1.9	-2.158	0.089	0.325	2.187
235.233460648148	2.63394	348.4	-12.3	-1.9	-2.141	-0.131	0.391	2.181
235.236238425926	2.60919	347.6	-12.4	-1.5	-2.092	-0.215	0.496	2.161
235.239016203704	2.72	349	-12.8	-0.8	-2.057	-0.267	0.592	2.158
235.241793981481	2.78285	346.6	-13.6	-0.7	-2.038	-0.176	0.609	2.135
235.244583333333	2.92009	346.5	-16.3	-0.3	-1.963	-0.142	0.566	2.049
235.247361111111	2.97341	350.6	-11.4	-1.4	-1.978	0.055	0.498	2.042
235.250138888889	2.90708	346.6	-10	-0.1	-1.916	0.513	0.515	2.054
235.252928240741	3.21885	346.5	-6.9	-0.3	-1.822	0.729	0.507	2.03
235.255706018519	2.47762	341.2	-9.2	-0.1	-0.784	2.031	0.146	2.185
235.258483796296	2.15854	339.5	-12	2.6	-0.733	2.109	0.08	2.24
235.261261574074	2.17176	340.6	-11.8	4.1	-0.788	2.069	0.08	2.223
235.264050925926	2.10916	341.4	-11.3	-0.5	-0.756	2.064	0.216	2.219
235.266828703704	2.34228	343.5	-6.9	-1.7	-1.244	1.648	0.511	2.152
235.269606481481	2.69494	333.4	-10.9	2.9	-0.343	1.954	0.155	1.992
235.272384259259	2.29259	338.9	-11.4	1.5	-0.372	1.999	0.248	2.049
235.275173611111	2.74375	335.7	-10.2	0.9	-0.442	1.944	0.373	2.042
235.277951388889	2.99625	335.6	-7.8	0.3	-0.232	1.905	0.282	1.941
235.280729166667	3.17657	337.2	-6.4	0.1	-0.478	1.808	0.229	1.886
235.283518518519	3.03598	338.1	-6.2	-0.7	-0.421	1.812	0.152	1.869
235.286296296296	3.37896	336.6	-6	-1.1	-0.133	1.805	0.148	1.822
235.289074074074	3.05406	339.6	-5.3	-0.2	-0.502	1.793	0.285	1.885
235.291851851852	2.82399	336.6	-5.8	-1.1	-0.501	1.846	0.089	1.919
235.294641203704	2.62194	337.8	-6.7	-1	-0.661	1.815	0.146	1.944
235.297418981481	2.7454	341.5	-6.8	0.9	-0.605	1.793	0.123	1.905
235.300196759259	2.72682	335.3	-7.1	0.5	-0.721	1.724	0.225	1.883
235.302986111111	2.7448	335.2	-5.7	-0.3	-0.594	1.775	0.185	1.887
235.305763888889	2.81278	335.6	-5.9	0.2	-0.664	1.773	0.098	1.898
235.308541666667	2.68643	336.7	-5.5	0.9	-0.806	1.698	0.05	1.882
235.311319444444	2.77257	335.8	-4.6	-0.6	-0.393	1.812	-0.003	1.855
235.314108796296	2.36111	335.2	-5.8	2.8	-0.481	1.723	-0.154	1.819
235.316886574074	2.21388	335.7	-10.5	-1.3	-0.724	1.898	0.15	2.042
235.319664351852	1.92037	335.1	-19.8	3	-0.507	1.947	-0.225	2.031
235.322453703704	1.97494	337.9	-21.6	2	-0.531	1.885	-0.056	2.042
235.325231481481	2.0101	347.5	-13.3	-5	-1.429	1.363	0.276	1.997
235.328009259259	2.19506	352	-6	-2.6	-1.524	1.213	0.243	1.975
235.330787037037	2.00882	347.2	-13.1	-4	-1.576	1.148	0.282	1.971
235.333576388889	1.93665	348.6	-13.8	-5	-1.619	1.066	0.445	1.99
235.336354166667	1.88142	349	-21.7	-6.1	-1.569	1.199	0.394	2.043
235.341921296296	1.7615	352.3	-13.1	-6.2	-1.574	1.135	0.424	1.99
235.347476851852	1.95736	352.8	-19.1	-14.3	-1.472	1.281	0.42	2.01
235.353043981482	1.81314	352.7	-13.5	-6.7	-1.622	1.096	0.294	1.982
235.355821759259	1.78061	349.8	-17.1	-7.3	-1.486	1.266	0.259	1.97
235.358599537037	1.76768	351	-19.6	-8.4	-1.385	1.413	0.229	1.997
235.361388888889	1.87817	347	-21.3	-6.5	-1.148	1.506	0.139	1.904
235.364178240741	1.81092	348.1	-20.1	-5	-1.155	1.497	0.065	1.895
235.366956018519	1.80483	346.9	-22.5	-6.6	-1.156	1.564	-0.03	1.954
235.369733796296	1.77981	350.1	-19.1	-7.5	-1.349	1.348	0.179	1.918
235.372523148148	1.69616	355.1	-19.2	-7.7	-1.288	1.377	0.229	1.901
235.375300925926	1.71361	349.4	-19.4	-7.3	-1.171	1.431	0.058	1.852
235.378078703704	1.92133	349.6	-17	-7.3	-1.109	1.395	0.174	1.791
235.380856481481	1.8891	349.3	-14.9	-7.5	-1.206	1.359	0.167	1.826
235.383645833333	1.827	351.6	-14.5	-7.8	-1.209	1.368	0.17	1.834
235.386423611111	1.80286	350.5	-13	-6.7	-1.205	1.367	0.139	1.828
235.389201388889	1.73666	350.5	-15.9	-7.3	-1.112	1.461	0.075	1.839
