DoY-2007  np  V  Vx  Vy  Vz  B  Bx  By  Bz       
      242.28459     3.35600   473.10000  -472.04200   -26.69100   -17.01800     2.41300    -2.14800    -1.08900     -.10500
      242.28534     3.45600   472.69000  -471.29900   -30.11100   -20.05800     2.46000    -2.18800    -1.11500     -.11500
      242.28608     3.31500   473.16000  -472.14900   -26.31700   -16.33200     2.56400    -2.28800    -1.15300     -.03900
      242.28682     3.34000   474.70000  -473.57100   -27.87150   -17.11750     2.54900    -2.25700    -1.16800     -.13100
      242.28756     3.36500   476.24000  -474.99300   -29.42600   -17.90300     2.58000    -2.26700    -1.22300      .00200
      242.28830     3.40500   472.74000  -471.73800   -27.29800   -14.11500     2.60200    -2.23700    -1.32100      .09600
      242.28904     3.28500   473.82000  -472.54200   -29.21100   -18.98100     2.59000    -2.27600    -1.23100      .08000
      242.28978     3.23100   474.73000  -473.85600   -25.74700   -12.80700     2.50200    -2.24200    -1.09900      .11400
      242.29052     3.38600   472.95000  -471.89200   -26.61600   -16.94800     2.48600    -2.21500    -1.11100      .16900
      242.29126     3.16600   473.34000  -472.29200   -26.18700   -17.39800     2.55400    -2.31700    -1.04500      .23000
      242.29200     3.24200   473.77000  -473.07000   -22.70700   -12.27400     2.57700    -2.38700     -.91400      .30300
      242.29274     3.15800   475.26000  -474.30200   -25.37400   -16.38800     2.53800    -2.38300     -.82000      .28100
      242.29348     3.20500   475.41000  -474.80000   -20.88100   -12.07200     2.66000    -2.50700     -.83600      .27600
      242.29422     3.26200   474.50000  -473.66900   -23.91300   -14.78500     2.68000    -2.50700     -.90800      .25200
      242.29497     3.24700   474.86000  -473.89600   -26.41700   -14.76200     2.60500    -2.40500     -.94000      .31900
      242.29571     3.24500   475.37000  -474.63200   -24.30600   -10.71600     2.58200    -2.39600     -.94600      .06900
      242.29645     3.29300   475.90000  -474.80600   -27.27400   -17.21700     2.48600    -2.32900     -.86600      .05300
      242.29719     3.38600   475.62000  -474.81400   -24.47900   -12.85000     2.51100    -2.27600    -1.02600      .20500
      242.29793     3.48300   472.09000  -471.24300   -24.85400   -13.51800     2.54700    -2.33600     -.98800      .21800
      242.29867     3.26400   474.83000  -473.83700   -26.93500   -14.58600     2.54700    -2.34000     -.96800      .25600
      242.29941     3.22000   474.56000  -473.86300   -22.76500   -11.81000     2.51400    -2.32800     -.90400      .25200
      242.30015     3.22900   474.30000  -473.33700   -25.79300   -15.70800     2.46800    -2.29500     -.88800      .06600
      242.30089     3.15700   472.67000  -472.19800   -19.30000    -8.34800     2.34600    -2.20700     -.75900      .02800
      242.30163     3.33700   472.93000  -471.79400   -26.45500   -19.19400     2.25300    -2.13800     -.65700     -.08500
      242.30237     3.56700   468.32000  -467.19000   -28.12200   -16.33200     2.26600    -2.00300    -1.02800      .04800
      242.30311     3.32700   470.40000  -469.61400   -24.74700   -11.09100     2.23500    -1.77600    -1.32800      .16600
      242.30385     3.66300   467.11000  -465.81100   -30.87700   -16.17300     2.19800    -1.82600    -1.17200      .13100
      242.30459     3.40800   467.41000  -466.59000   -24.23000   -13.38100     2.22400    -1.93800    -1.07900      .07500
      242.30534     3.47700   466.79000  -465.74700   -25.61600   -17.82900     2.26300    -1.89100    -1.21800      .08200
      242.30608     3.42700   466.54000  -465.49500   -26.23800   -16.89800     2.15400    -1.81200    -1.12800      .13500
      242.30682     3.66700   466.21000  -465.43200   -24.42800   -11.45400     2.12000    -1.71900    -1.22100      .13000
      242.30756     3.57600   467.07000  -465.89800   -29.38800   -15.23100     2.13500    -1.76400    -1.10900      .39000
      242.30830     3.52500   467.36000  -466.74800   -22.45400    -8.11300     2.16200    -1.73900    -1.18900      .42700
      242.30904     3.56000   465.39000  -464.53300   -25.55500   -11.94700     2.13300    -1.73600    -1.22900      .07000
      242.30978     3.68900   464.96500  -464.16750   -24.36650   -11.97400     1.87200    -1.33900    -1.25700      .12100
      242.31052     3.81800   464.54000  -463.80200   -23.17800   -12.00100     1.64700    -1.11300    -1.18500     -.06000
      242.31126     3.53400   463.69000  -462.83900   -22.66700   -16.48900     1.52100     -.80600    -1.20900     -.35100
      242.31200     3.52300   463.50000  -463.00800   -19.86200    -7.88800     1.48300     -.95200    -1.09900     -.08600
      242.31274     4.02900   462.99000  -462.13800   -24.64000   -13.55800     1.46800    -1.09000     -.93000     -.16200
      242.31348     3.56200   463.30000  -462.25900   -26.54200   -16.11300     1.42500     -.90600    -1.08000     -.02000
      242.31422     3.74700   462.11000  -461.39100   -22.56200   -12.56100     1.39100     -.77300    -1.08200     -.27700
      242.31497     3.70700   461.67000  -460.68600   -26.60200   -14.22400     1.33600     -.70400    -1.10100     -.15400
      242.31571     3.53100   458.46000  -457.83900   -22.00200    -9.35300     1.34000     -.34000    -1.28100     -.01400
      242.31645     3.78700   457.02000  -456.18600   -25.79500   -10.03000     1.40600     -.16800    -1.38300      .01400
      242.31719     3.93900   456.74000  -455.71900   -27.46900   -13.29400     1.34700     -.24100    -1.31200      .07400
      242.31793     3.81600   459.71000  -459.19700   -20.65500    -6.83200     1.36100     -.21900    -1.32200      .14000
      242.31867     3.79600   458.79000  -458.03100   -24.61400    -9.57000     1.41100     -.35700    -1.31900      .25900
      242.31941     3.55000   460.65000  -460.21900   -19.29100    -5.35900     1.45600     -.51700    -1.34600      .08300
      242.32015     3.64300   459.59000  -458.85200   -23.45200   -11.48000     1.39000     -.33800    -1.26500     -.38200
      242.32089     3.77400   459.86000  -458.98500   -25.19100   -13.00800     1.31700     -.26100    -1.21800      .31100
      242.32163     3.90700   459.68000  -459.00000   -23.27900    -9.29400     1.39800     -.31500    -1.34600      .10000
      242.32237     3.73300   458.21000  -457.39500   -25.82400    -8.83500     1.42000     -.25900    -1.38100     -.03200
      242.32311     3.71500   459.88000  -459.32400   -21.47900    -6.75300     1.28900     -.30100    -1.20500      .20900
      242.32385     4.10100   458.75000  -458.02400   -24.85900    -7.12100     1.31700     -.22500    -1.23100      .34000
      242.32459     3.78400   461.12000  -460.47500   -22.24100   -10.15100     1.31700     -.34500    -1.22100      .19100
      242.32534     3.75700   460.52000  -459.90100   -22.39500    -8.33500     1.34700     -.48100    -1.20800      .25900
      242.32608     3.82300   460.87000  -460.06100   -23.82500   -13.40800     1.38900     -.52700    -1.20100      .22800
      242.32682     3.36700   459.32000  -458.98800   -16.29000    -6.58000     1.67500     -.44100    -1.53500      .43600
      242.32756     3.73500   459.24000  -458.58500   -20.77100   -13.10200     1.49200     -.46900    -1.40200      .06700
      242.32830     3.73300   461.88000  -460.94600   -26.59600   -12.30500     1.53900     -.42600    -1.44700     -.16800
      242.32904     3.97500   460.38000  -459.57000   -24.90100   -11.22500     1.44400     -.39500    -1.36100     -.13400
      242.32978     3.67400   461.91000  -461.02400   -25.95100   -12.19800     1.52500     -.70400    -1.33600     -.05000
      242.33052     3.78300   461.93000  -461.28000   -23.73900    -6.09600     1.58100     -.67000    -1.40900     -.09400
      242.33126     3.85000   462.93000  -462.23700   -24.42600    -6.68600     1.49200     -.64600    -1.33000     -.10100
      242.33200     3.86400   459.87000  -459.06400   -25.22100   -10.06400     1.56500     -.59600    -1.42200     -.12300
      242.33274     3.82000   459.93000  -458.98200   -26.33650   -12.83600     1.59800     -.26200    -1.54900     -.15000
      242.33348     3.77600   459.99000  -458.90000   -27.45200   -15.60800     1.57800     -.42500    -1.45500     -.23500
      242.33422     3.47700   459.31000  -458.72800   -21.20300    -9.29100     1.41000     -.75200    -1.18500      .02900
      242.33497     3.62200   458.15000  -457.34100   -24.34300   -12.25900     1.47900     -.71300    -1.28800     -.04900
      242.33571     3.70400   459.15000  -458.31400   -25.25900   -11.50000     1.55400     -.88700    -1.24800     -.16400
      242.33645     3.90500   460.77000  -459.87800   -25.53700   -12.99200     1.57000     -.95800    -1.19500     -.28400
      242.33719     3.61400   460.98000  -460.08000   -24.14700   -15.68000     1.58600     -.85500    -1.24100     -.45600
      242.33793     3.65000   458.66000  -457.91600   -24.18900    -9.85600     1.70600     -.84800    -1.36200     -.56700
      242.33867     3.47600   460.31000  -459.26000   -27.79200   -13.76700     1.62000     -.42100    -1.06700     -.25300
      242.33941     3.44800   451.21000  -451.01200   -11.71500    -6.62200     1.23700     -.44400     -.24200     1.03100
      242.34015     3.53200   454.87000  -454.67200   -12.39500    -5.00900     1.21500    -1.08200     -.43500      .30500
      242.34089     3.53700   454.59000  -454.13600   -15.81400   -12.85300     1.17300    -1.01600     -.56200      .08200
      242.34163     3.43600   458.75000  -458.33500   -17.50900    -8.57400     1.38600    -1.22000     -.62600     -.05500
      242.34237     3.39200   458.77000  -458.14600   -18.33700   -15.42000     1.48800    -1.04900     -.79800      .35000
      242.34311     3.12600   458.53000  -457.93800   -20.68500   -10.80600     1.57000     -.90400     -.89500      .89200
      242.34385     3.48700   458.16000  -457.77800   -17.44300    -6.86300     1.54500     -.86300     -.89800      .89600
      242.34459     3.17400   457.22000  -456.74500   -19.12900    -8.17800     1.45500     -.78300     -.79800      .88200
      242.34534     3.34200   455.31000  -454.99500   -16.68400    -2.94700     1.51600     -.33800    -1.04800     1.01400
      242.34608     3.38500   453.16000  -452.63600   -20.85600    -6.36600     1.54300     -.25600     -.98900     1.09700
      242.34682     3.43900   453.56000  -453.01400   -21.86100    -4.06600     1.40600     -.50700     -.85400      .92500
      242.34756     3.35200   454.27000  -453.98300   -15.82500    -2.76800     1.58500     -.44200     -.82100     1.27100
      242.34830     3.39200   455.04000  -454.67600   -17.35400    -5.53800     1.52900     -.44700     -.85700     1.15200
      242.34904     3.22900   455.08000  -454.61400   -20.54700    -2.37500     1.48900     -.50300    -1.00500      .94900
      242.34978     3.54400   452.41000  -451.84000   -21.85200    -5.93300     1.50300      .18200     -.95000      .68700
      242.35052     3.20000   439.38000  -438.79100   -18.86000   -12.72600     2.03600     1.65100    -1.17700      .06500
      242.35126     3.79100   440.28000  -439.60400   -22.40000    -9.81200     2.19000     1.77600    -1.26700     -.03300
      242.35200     3.44000   439.22000  -438.31700   -24.81600   -13.45200     2.27700     1.93600    -1.18600      .06100
      242.35274     3.53300   437.27000  -436.57800   -21.78700   -11.46900     2.44400     1.93100    -1.46500      .28200
      242.35348     3.68500   438.85000  -437.90000   -25.76000   -12.97900     2.40300     1.76900    -1.51600      .55800
      242.35422     3.55400   438.46000  -437.96500   -19.87400    -6.17200     2.37500     1.69500    -1.45200      .76500
      242.35497     3.85400   440.86000  -440.22500   -22.82600    -6.53100     2.37000     1.72200    -1.36600      .85300
      242.35571     3.76850   439.93500  -439.43850   -20.20950    -4.52500     2.49100     2.01100    -1.18900      .85200
      242.35645     3.68300   439.01000  -438.65200   -17.59300    -2.51900     2.44900     1.97700    -1.17800      .82100
      242.35719     3.45100   438.77000  -438.17400   -20.59400    -9.75700     2.45200     1.98500    -1.13100      .87000
      242.35793     3.53500   438.97000  -438.50600   -19.54300    -5.09800     2.33800     1.83200    -1.19700      .80200
      242.35867     3.85100   440.10000  -439.28100   -25.66400    -7.77800     2.47300     1.95500    -1.12000      .97500
      242.35941     3.62900   441.91000  -441.30500   -21.96200    -7.22500     2.66000     2.33500     -.70400      .96100
      242.36015     3.47600   436.91000  -436.62500   -14.67400    -5.45000     2.34200     1.95600     -.50200     1.06700
      242.36089     3.73200   441.01000  -440.56700   -18.94500    -5.60900     2.34400     1.72600     -.68300     1.41800
      242.36163     3.39900   440.32000  -440.08600   -14.05400     2.71500     2.46400     1.97500     -.26400     1.38200
      242.36237     3.54100   439.92000  -439.68700   -13.50400    -4.66100     2.14800     2.00000      .07200      .77200
      242.36311     3.07500   440.31000  -439.80400   -14.01100   -15.66300     2.14600     2.02200      .27700      .61500
      242.36385     3.28200   438.97000  -438.74700    -8.09300   -11.59100     1.86500     1.57500     -.08900      .91900
      242.36459     3.39700   441.54000  -440.98800   -17.32900   -13.82700     1.83900     1.17000     -.76900     1.13300
      242.36534     3.84900   448.44000  -448.08300   -16.33700    -6.95200     1.55500      .12100     -.89000     1.19400
      242.36608     3.51100   454.88000  -454.30700   -19.81900   -11.49700     1.27500     -.15000     -.88600      .83200
      242.36682     3.48000   453.93000  -453.32400   -19.46600   -13.17700     1.28800      .28000     -.74900      .99800
      242.36756     3.47800   453.43000  -453.04000   -16.80000    -8.17800     1.30500      .39100     -.67000     1.02400
      242.36830     3.54300   455.83000  -455.31200   -18.75500   -11.13500     1.06600     -.11400     -.59000      .86400
      242.36904     3.49400   454.39000  -454.18400   -12.88900    -4.45800     1.08300      .21900     -.68200      .78900
      242.36978     3.71400   449.91000  -449.35000   -19.51000   -11.07500     1.11800      .39400     -.63600      .79100
      242.37052     3.35500   450.09000  -449.50200   -19.36200   -12.27600     1.01300      .13200     -.52000      .83700
      242.37126     3.55100   453.41000  -452.98200   -17.00600   -10.13800      .96700      .34100     -.32500      .80100
      242.37200     3.25700   447.75000  -447.37900   -15.02600   -10.21600     1.12300      .53800     -.16200      .93100
      242.37274     3.49500   446.80000  -446.62000   -12.45900    -3.16000     1.43100      .48000     -.42800     1.23700
      242.37348     3.75800   447.75000  -447.32900   -17.79200    -7.66300     1.20600      .14100     -.53200     1.04500
      242.37422     3.50900   452.06000  -451.44900   -19.97700   -12.19200     1.37300      .67400     -.43600      .79100
      242.37497     3.38900   445.03000  -444.70400   -13.87000    -9.82600     1.19100     -.01600     -.47800     1.00000
      242.37571     3.29600   451.84000  -451.13800   -18.15100   -17.53000     1.35300      .58800     -.37200     1.07000
      242.37645     3.43800   446.72000  -446.48500   -11.96300    -7.94300     1.46000      .96300     -.36000     1.01700
      242.37719     3.19000   443.73000  -443.31500   -15.34100   -11.46500     1.59900     1.01300     -.47300     1.08200
      242.37793     3.31600   447.47000  -446.86600   -19.39200   -12.81500     1.70000     1.11000     -.53400     1.16000
      242.37867     3.26650   446.02500  -445.46350   -19.25150   -11.35250     1.72300     1.16800     -.70900     1.03500
      242.37941     3.21700   444.58000  -444.06100   -19.11100    -9.89000     1.80900     1.31700     -.99200      .64100
      242.38015     3.44600   446.29000  -445.87100   -18.65900    -5.38300     1.55500     1.01000     -.77700      .72700
      242.38089     3.59500   448.14000  -447.50400   -19.94200   -13.00900     1.31100      .91200     -.40500      .41200
      242.38163     3.20800   442.50000  -441.42800   -22.39000   -21.04300     1.94100     1.80700     -.52100     -.41100
      242.38237     3.32500   440.40000  -439.58100   -23.25700   -13.53900     2.08000     1.99200     -.49900     -.27700
      242.38311     3.53000   442.24000  -441.18600   -25.73900   -16.33500     2.04000     1.77900     -.93400      .18600
      242.38385     3.60800   442.24000  -441.50800   -23.85200    -9.00900     2.02100     1.66400    -1.06600      .31900
      242.38459     3.74600   445.31000  -444.29900   -27.45700   -12.07900     1.85900     1.38700    -1.17800      .21900
      242.38534     3.63100   446.72000  -445.67700   -27.59600   -12.95800     1.70500     1.13100    -1.06500      .61500
      242.38608     3.40900   444.78000  -443.85600   -24.63300   -14.60000     1.79300     1.32600     -.96900      .38000
      242.38682     3.55800   447.47000  -446.56500   -25.07400   -13.38900     1.62900      .84600    -1.04700      .89700
      242.38756     3.85500   447.33000  -446.65700   -23.94600    -4.96200     1.55200      .90600     -.90600      .84400
      242.38830     3.55100   446.93000  -446.15900   -23.14800   -12.33400     1.68800     1.31000     -.78800      .67700
      242.38904     3.66600   445.04000  -444.09000   -25.89400   -13.28300     2.14200     1.66800    -1.16100      .64700
      242.38978     3.60700   445.00000  -444.40200   -21.75900    -7.42100     2.06100     1.51100     -.91500     1.04800
      242.39052     3.61800   446.91000  -446.19700   -22.51700   -11.44900     1.97700     1.31900     -.62500     1.31300
      242.39126     3.55100   447.02000  -446.66400   -17.55800    -3.58600     2.26100     1.81800     -.74800      .50000
      242.39200     3.50600   441.82000  -440.84800   -22.58300   -18.66100     2.42400     1.99000    -1.17000     -.70900
      242.39274     3.51800   443.83000  -442.30300   -30.71300   -20.17400     2.31300     1.78400    -1.35600     -.51400
      242.39348     4.06600   446.43000  -445.01500   -31.51000   -16.37800     2.15100     1.35700    -1.61100     -.19500
      242.39422     3.64700   445.91000  -444.55000   -30.02900   -17.69900     1.98000     1.21200    -1.54300     -.03700
      242.39497     3.83800   446.10000  -445.18300   -25.98100   -12.00200     1.83100     1.01700    -1.39100      .46200
      242.39571     4.26500   448.07000  -446.80200   -31.53200   -11.78100     1.68500      .71400    -1.30100      .74200
      242.39645     4.16700   448.26000  -446.78700   -34.10200   -12.43800     2.13000      .91700    -1.85000      .42100
      242.39719     4.28500   451.92000  -450.40200   -35.38600   -10.95100     2.20400     1.03100    -1.88200     -.14200
      242.39793     4.43200   449.81000  -448.26500   -34.81300   -13.25000     2.22900      .62100    -2.06500      .55200
      242.39867     4.16500   450.87000  -449.68900   -32.34200    -3.67100     2.32200      .85000    -1.98600      .83900
      242.39941     4.50200   448.83000  -447.45500   -34.39600    -7.32400     2.37500     1.03300    -1.92600      .88700
      242.40015     4.17100   449.90000  -448.41700   -35.06300   -10.08700     2.38200      .77800    -2.14900      .61700
      242.40089     4.18300   450.09000  -448.71000   -33.94900    -9.51400     2.41200      .78700    -2.06900      .93300
      242.40163     4.26700   450.43500  -449.22550   -32.18550    -6.10750     2.36600      .92200    -1.93000      .98500
      242.40237     4.35100   450.78000  -449.74100   -30.42200    -2.70100     2.21300      .83000    -1.81500      .90500
      242.40311     4.09400   446.05000  -444.80800   -32.67100    -6.54500     2.33800     1.01800    -1.81400     1.03100
      242.40385     4.16600   446.63000  -445.28800   -33.45300    -8.98200     2.39800      .80000    -2.13800      .71700
      242.40459     3.95600   447.21000  -445.85600   -33.91200    -7.57800     2.44800      .94100    -2.18400      .56500
      242.40534     4.31900   449.73000  -448.06700   -36.82400   -11.70400     2.25500      .29400    -2.10500      .70400
      242.40608     4.05200   452.40000  -451.20500   -32.20700    -6.37600     2.22600      .21000    -2.14200      .52600
      242.40682     4.24500   454.25000  -452.64300   -36.28500   -11.97600     2.05600     -.32100    -1.99800      .09000
      242.40756     3.80800   453.41000  -452.10800   -32.27200   -11.84200     1.98200     -.33300    -1.92900      .07400
      242.40830     3.99900   453.99000  -452.37200   -35.36800   -14.79800     2.17500      .03800    -2.15900     -.20300
      242.40904     3.87300   452.43000  -450.59500   -36.58300   -17.85500     2.16500      .00800    -2.14000     -.29800
      242.40978     3.82800   452.95000  -451.71300   -31.25100   -11.78300     2.30700      .84300    -2.11100      .10300
      242.41052     3.65200   443.29000  -441.92700   -32.10300   -13.20700     2.68600     2.39600     -.99500      .57900
      242.41126     3.58600   434.16000  -433.49600   -22.07400    -9.27200     2.72800     2.53600     -.88700      .37600
      242.41200     3.67500   436.08000  -435.30900   -23.46700   -11.03100     2.61600     2.46800     -.37700      .67100
      242.41274     3.78200   434.23000  -433.55200   -19.80100   -13.93100     2.70800     2.65900     -.06500      .45400
      242.41348     3.53400   433.95000  -433.44000   -16.58200   -12.92800     2.79400     2.77400     -.29600     -.02100
      242.41422     3.76600   434.00000  -433.12600   -21.37300   -17.43800     2.80300     2.76200     -.40900      .09200
      242.41497     3.54500   435.06000  -434.28900   -21.14500   -15.01900     2.92600     2.90700     -.23300      .19100
      242.41571     3.82800   434.20000  -433.75300   -15.64800   -11.86000     2.82900     2.82300     -.11600      .11600
      242.41645     3.53900   433.94000  -433.13300   -18.02100   -19.38200     2.86700     2.86200     -.04600     -.09300
      242.41719     3.68900   433.57000  -433.09000   -14.99200   -13.95900     2.85600     2.83600      .04200     -.31300
      242.41793     3.61600   433.73000  -432.79700   -17.81300   -22.14700     2.83800     2.79200      .23300     -.43600
      242.41867     3.57400   433.86000  -433.08500   -15.57000   -20.64600     2.90200     2.83900      .33200     -.48200
      242.41941     3.70900   435.12000  -434.38800   -15.17900   -20.23000     2.85200     2.74100      .33800     -.64300
      242.42015     4.06600   435.59000  -433.96700   -28.55100   -24.45400     2.87600     2.71800      .08800     -.72100
      242.42089     3.56400   433.37000  -432.65800   -12.42200   -21.45800     2.85700     2.62800      .68900     -.83100
      242.42163     3.52400   434.53000  -433.45400   -12.79800   -27.68000     2.42500     1.28800    -1.17200      .20900
      242.42237     4.02500   452.06000  -450.78600   -32.74500    -8.72700     2.23500     -.09600    -2.02700      .91100
      242.42311     4.43000   450.03000  -448.67700   -33.49500    -9.86900     2.33100     -.03800    -2.04200     1.06800
      242.42385     3.70600   455.27000  -453.76300   -34.54500   -13.43200     2.13100     -.47700    -1.88300      .78800
      242.42459     3.59972   444.57720  -443.23810   -30.14026   -16.08905     2.60000     1.89100    -1.37100      .01400
      242.42534     3.49200   433.74000  -432.57100   -25.67600   -18.78200     2.74800     2.47500    -1.08500     -.05000
      242.42608     3.29700   429.77000  -428.91500   -20.31100   -17.90400     2.77900     2.68300     -.31900     -.60800
      242.42682     3.73700   433.83000  -432.77800   -22.51300   -20.04200     2.75000     2.68200     -.42400     -.38200
      242.42756     3.35100   429.62000  -428.20200   -26.09000   -23.12000     2.89100     2.77400     -.68200     -.32900
      242.42830     3.69700   430.69000  -429.55900   -26.26300   -16.94400     2.66800     2.57000     -.59300     -.28700
      242.42904     3.64300   432.85000  -431.53700   -28.59500   -17.87800     2.78500     2.74700     -.23700     -.31500
      242.42978     3.68200   435.90000  -435.09200   -22.37400   -14.26000     2.99800     2.92600      .24600     -.51000
      242.43052     3.63400   433.91000  -433.10000   -19.59500   -17.74400     2.90600     2.79900     -.32600     -.64800
      242.43126     3.53200   434.18000  -433.03000   -21.61100   -23.11900     2.85000     2.75400     -.20700     -.67600
      242.43200     3.43000   434.85000  -433.95800   -21.53600   -17.60200     2.90800     2.82100     -.45300     -.50900
      242.43274     3.52400   436.32000  -435.33000   -22.54900   -18.88300     2.89100     2.78600     -.63600     -.35400
      242.43348     3.54500   436.00000  -435.10000   -24.13800   -14.07900     2.85000     2.73900     -.67900     -.09400
      242.43422     4.03200   434.15000  -433.08600   -26.04400   -15.66700     2.89100     2.74200     -.69300     -.25600
      242.43497     3.35700   434.74000  -433.31000   -29.06000   -19.81200     2.80900     2.47900     -.94000     -.20800
      242.43571     4.04600   440.48000  -439.19200   -31.76200   -11.32000     2.63300     1.96800    -1.70000      .11000
      242.43645     3.82800   436.96000  -435.31100   -32.96900   -18.63800     2.59700     1.98400    -1.65600     -.19300
      242.43719     3.95900   437.86000  -436.67200   -29.07000   -13.88500     2.62000     2.10200    -1.50900     -.35900
      242.43793     3.86200   436.03000  -434.23400   -32.28100   -22.79300     2.67400     2.14000    -1.33400     -.75200
      242.43867     3.87800   437.46000  -435.57600   -33.76600   -22.51000     2.70300     2.05100    -1.67900     -.44400
      242.43941     3.86000   438.13000  -436.37200   -34.84000   -18.00600     2.60200     1.70400    -1.93200     -.13700
      242.44015     3.73200   440.12000  -438.25800   -37.02500   -16.33700     2.72600     1.91800    -1.86900     -.22200
      242.44089     3.37500   438.17000  -436.45900   -33.57900   -19.26000     2.75600     1.92600    -1.79600     -.63400
      242.44163     4.02200   442.31000  -440.08400   -39.43200   -20.21000     2.50800     1.06300    -2.21200     -.21600
      242.44237     4.03900   447.40000  -445.13200   -41.92300   -16.20200     2.38200      .74000    -2.25100      .09200
      242.44311     4.33000   447.12000  -445.16200   -39.88600   -12.59700     2.38000      .70100    -2.20600      .32600
      242.44385     3.34300   445.63000  -443.50000   -39.85500   -17.39200     2.53300     1.34000    -2.09200     -.21000
      242.44459     4.03600   442.69000  -441.17000   -35.73700    -7.96300     2.40100     1.21100    -1.96400     -.54600
      242.44534     3.91800   443.84000  -441.60400   -40.64900   -18.08300     2.41000     1.26600    -2.00100     -.27200
      242.44608     4.14000   447.18000  -444.95200   -41.96100   -14.92000     2.59000     1.85900    -1.67100     -.31400
      242.44682     3.17400   436.73000  -435.24600   -31.45700   -17.50900     2.96900     2.76600     -.94400     -.39400
      242.44756     3.07400   436.45500  -435.23050   -27.77250   -16.80100     3.17200     3.03500     -.69400     -.56000
      242.44830     2.97400   436.18000  -435.21500   -24.08800   -16.09300     3.41800     3.32800     -.27800     -.70900
      242.44904     2.95900   441.23000  -440.18400   -23.90100   -18.79500     3.70600     3.64100     -.13200     -.60800
      242.44978     2.76100   441.65000  -440.34500   -26.27400   -21.49100     3.47100     3.33600     -.17000     -.91100
      242.45052     3.00600   438.77000  -437.69300   -24.04600   -19.02700     3.26100     3.15000      .59600     -.55500
      242.45126     3.16600   432.40000  -431.26700   -19.26300   -24.65000     3.19400     3.02600      .34800     -.90000
      242.45200     3.20200   434.15000  -433.09600   -21.07900   -21.73200     3.00200     2.82800      .13600     -.88300
      242.45274     3.78100   435.55000  -434.16700   -28.76400   -19.40600     2.94200     2.67500      .07700    -1.16400
      242.45348     3.36200   435.98000  -434.06700   -29.05000   -28.70800     3.05300     2.72900     -.09900    -1.30400
      242.45422     3.02600   436.39000  -435.13100   -25.74200   -20.82300     3.04900     2.66200     -.17300    -1.41200
      242.45497     3.03900   438.99000  -437.19400   -29.84900   -26.16400     3.17700     2.84400     -.79300    -1.14300
      242.45571     3.04300   437.28000  -436.03500   -28.03400   -17.42300     3.28200     2.74900    -1.48900     -.93700
      242.45645     2.81100   443.45000  -442.12200   -29.55800   -17.34200     3.26400     2.77700    -1.48500     -.79900
      242.45719     2.50900   441.68000  -440.13100   -30.63100   -20.67500     3.17700     2.74200    -1.34700     -.77400
      242.45793     2.66100   438.90000  -437.85800   -27.10600   -13.50600     3.33800     2.81400    -1.30100    -1.15600
      242.45867     3.11800   441.63000  -440.20100   -31.69500   -16.10000     3.34100     2.88100    -1.34300     -.99200
      242.45941     2.65000   447.05000  -446.24200   -23.51500   -13.09800     3.32200     2.83900    -1.39000     -.99800
      242.46015     2.83800   443.32000  -441.96900   -32.21000   -12.45900     3.52000     3.07200    -1.31100    -1.04500
      242.46089     2.48800   435.26000  -433.64400   -31.27500   -20.56300     3.69400     3.35000     -.76200    -1.33800
      242.46163     2.37800   436.72000  -435.70700   -25.61200   -14.97600     3.48800     2.90900    -1.33300    -1.28800
      242.46237     2.76900   434.85000  -433.55200   -29.07600   -16.82800     3.58500     3.11100    -1.01300    -1.45000
      242.46311     2.44300   441.61000  -440.94900   -19.42300   -14.51300     3.53800     3.16200     -.91400    -1.25200
      242.46385     2.37100   439.50500  -438.47300   -23.21200   -18.35300     3.51200     3.14400    -1.08800    -1.08800
      242.46459     2.29900   437.40000  -435.99700   -27.00100   -22.19300     3.61400     3.25700     -.99500    -1.19200
      242.46534     2.34300   436.27000  -435.34300   -22.70800   -17.03400     3.70400     3.32000    -1.00100    -1.28500
      242.46608     2.26500   439.36000  -438.17300   -26.07700   -18.97100     3.77900     3.40800     -.89100    -1.35600
      242.46682     2.33700   438.32000  -437.52700   -21.29000   -15.42200     3.80400     3.44900     -.61100    -1.46600
      242.46756     2.25500   437.18000  -435.92700   -23.41400   -23.42900     3.70100     3.28300     -.37200    -1.64200
      242.46830     2.37400   436.52000  -435.28500   -27.38500   -18.16600     3.82400     3.42600     -.69600    -1.53500
      242.46904     2.04300   438.50000  -437.70600   -20.02000   -17.18900     3.79700     3.47000     -.60900    -1.40600
      242.46978     2.26500   432.61000  -431.24200   -27.13000   -21.14800     3.69500     3.35500     -.39400    -1.47300
      242.47052     2.15100   436.10500  -434.88050   -25.93150   -19.70650     3.70600     3.26600    -1.25400    -1.18800
      242.47126     2.03700   439.60000  -438.51900   -24.73300   -18.26500     3.61800     3.15900    -1.11300    -1.33200
      242.47200     2.54600   434.45000  -432.97900   -30.62900   -18.44800     3.44000     2.85800    -1.45500    -1.23400
      242.47274     2.46400   434.36000  -433.13500   -28.55700   -15.72800     3.45800     2.90900    -1.41400    -1.19400
      242.47348     2.61700   432.05000  -430.21700   -32.27900   -23.22400     3.41800     2.78100    -1.42700    -1.36000
      242.47422     2.21500   436.34000  -435.33800   -23.23400   -18.30300     3.39400     2.59400    -1.40700    -1.64400
