DoY-2007  np  V  Vx  Vy  Vz  B  Bx  By  Bz       
      239.07942     5.05500   582.56000  -574.37000    35.01800   -90.82400     5.83100     2.58200     2.18400    -4.49500
      239.08016     6.32800   580.15000  -569.95000    47.47200   -97.36800     5.49500     1.64700     3.35900    -3.85500
      239.08090     5.46600   580.17000  -568.17600    51.94600  -105.26100     5.60500     1.91100     3.41800    -3.90800
      239.08164     6.27400   585.73000  -573.98500    68.00300   -94.87900     6.53800     3.63000      .82500    -4.24600
      239.08238     4.01100   567.64000  -563.99600   -10.68100   -63.33500     6.68000     3.17800    -5.14000    -2.22300
      239.08313     4.13400   573.84000  -573.35100   -12.24700   -20.30600     6.58100     3.47300    -5.51700      .17600
      239.08387     3.76000   562.73000  -560.06400   -16.35700   -52.24900     6.38800     3.81200    -4.99300    -1.03600
      239.08461     3.63200   569.72000  -566.73000   -17.47200   -55.62800     6.55300     3.59100    -5.37800     -.91000
      239.08535     3.82100   564.96000  -562.42100    -9.53200   -52.58900     7.40400     4.20400    -6.02300     -.62100
      239.08609     3.45800   567.10000  -562.84600    -2.22400   -69.25400     7.83300     3.76100    -6.53800      .91800
      239.08683     3.01100   572.43000  -571.01700    -9.49700   -39.02000     8.08800     2.62800    -6.79000     3.43700
      239.08757     3.18300   578.28000  -577.12100   -10.38500   -35.10200     8.08500     2.65800    -6.92600     3.14500
      239.08831     2.85000   577.73000  -575.97700   -11.89100   -43.35900     7.98900     2.19700    -7.11700     2.79900
      239.08905     3.49300   579.57000  -577.21900   -17.79300   -49.05900     7.65200     1.63700    -6.96200     2.41900
      239.08979     3.68200   590.75000  -589.68400    12.77200   -33.10600     7.20100     1.34800    -5.27900     -.72700
      239.09053     3.99700   576.45000  -571.55300    -4.50600   -74.85100     6.86000     1.97400    -4.77400    -4.39200
      239.09127     3.91900   574.54000  -569.81800   -23.79800   -69.53900     6.92700     2.24100    -6.11600    -2.24200
      239.09201     4.56500   580.39000  -575.86600     3.73400   -72.23000     7.22000     2.62300    -4.51100     4.26600
      239.09275     3.27900   585.83000  -584.84300    -8.69000   -32.90300     7.33600     2.86800    -4.92500     4.40500
      239.09350     3.50702   585.94070  -584.79270     1.84423   -35.04679     7.16000     3.62600    -5.33000     3.03000
      239.09424     3.73200   586.05000  -584.74300    12.23800   -37.16200     7.10500     3.58100    -5.47800     2.52700
      239.09498     4.12300   588.22000  -587.01200    11.93400   -35.66400     6.66700     3.36300    -5.03100     2.42600
      239.09572     4.11000   577.22000  -574.98100     3.82500   -50.59100     6.72200     4.51600    -4.78700      .36700
      239.09646     4.43100   574.59000  -572.64700     -.89300   -47.18600     6.84400     5.03000    -4.51200      .28200
      239.09720     4.18300   567.86000  -563.94400    -2.53900   -66.49200     6.90300     5.21000    -4.27200    -1.28300
      239.09794     3.97200   570.31000  -566.82900    10.45100   -61.99500     6.75700     4.67300    -3.07500    -3.64000
      239.09868     4.24900   577.46000  -571.79000    -1.60400   -80.72500     6.58100     3.07500    -1.99000    -4.47100
      239.09942     4.45000   598.76000  -589.11100    30.51500  -102.62500     6.65500     2.66300      .49200    -5.87600
      239.10016     4.75500   583.97000  -575.70100    20.06500   -95.87900     6.84000     2.27100     -.66500    -6.13600
      239.10090     4.20500   584.78000  -579.93900   -15.18000   -73.50300     6.50900     1.11700    -4.95900    -2.60100
      239.10164     3.88800   592.75000  -585.13200     7.21400   -94.46300     6.36400     1.00700    -3.74200    -4.66200
      239.10238     3.81200   605.71000  -599.41300   -22.33900   -84.22600     6.14000     -.02500    -4.47600    -3.94500
      239.10313     3.46900   590.31000  -583.13300    -5.06800   -91.65300     6.23800     3.15700    -4.50500    -1.58500
      239.10387     4.32200   571.39000  -565.11000     3.71900   -84.37100     6.54900     3.36300    -4.74900    -2.13700
      239.10461     3.92000   594.58000  -591.29800   -11.12500   -61.42800     6.82800     2.31300    -6.39000      .41400
      239.10535     4.07900   593.59000  -590.49000   -13.34100   -59.08800     6.37600     2.39500    -5.64400    -1.30300
      239.10609     3.18700   576.93000  -569.59100   -12.10400   -90.90500     6.47800     2.91100    -5.33100    -1.45700
      239.10683     3.41700   589.31000  -586.45000    -5.75400   -57.72500     6.59500     1.74200    -6.30400      .44500
      239.10757     3.71000   586.23000  -582.71700     6.87700   -63.67600     6.57000     3.29000    -5.26900      .55200
      239.10831     3.93600   571.15000  -568.50100     5.93600   -54.65300     6.45500     3.76700    -5.09100      .83700
      239.10905     3.35900   570.33000  -568.63100     2.83900   -43.87800     6.63500     4.12300    -4.98100     1.34900
      239.10979     3.54700   575.31000  -572.96500    -7.41100   -51.36100     6.39400     3.46700    -4.98100     1.83800
      239.11053     3.27300   580.27000  -578.15400    -3.28400   -49.37300     6.58700     3.66700    -5.25000     1.44500
      239.11127     3.70000   576.67000  -573.85800    -5.60900   -56.58300     6.46500     3.73500    -4.99500     1.48400
      239.11201     3.80100   569.60000  -567.05600     9.95500   -52.88600     6.33600     4.13700    -4.45100     1.71100
      239.11275     3.80800   571.41000  -569.91200    16.93600   -37.78200     6.42500     3.79500    -4.86900     1.41700
      239.11350     3.56000   577.99000  -575.05700    -1.72900   -58.10100     6.21100     3.56100    -4.92400     1.03000
      239.11424     3.61500   575.60000  -572.58600     -.67100   -58.82100     6.14700     3.20800    -4.97700     -.38100
      239.11498     3.18100   612.45000  -603.99000   -18.96000   -99.64300     5.86500     1.37600    -5.34900     -.96100
      239.11572     3.74500   598.10000  -591.32100   -16.72900   -88.25200     5.95900     -.38900    -4.50700    -3.83600
      239.11646     3.41800   601.06500  -594.99350   -15.05300   -83.74350     6.08400    -1.49100    -2.92200    -5.03100
      239.11720     3.09100   604.03000  -598.66600   -13.37700   -79.23500     5.83300      .67800    -4.63800    -2.69900
      239.11794     3.87800   591.89000  -589.21700     1.27900   -56.19800     5.98100     2.15600    -5.42200      .49100
      239.11868     3.51700   591.15000  -585.79600   -13.23000   -78.24100     6.15100     2.03600    -5.77000     -.28000
      239.11942     3.59500   588.60000  -584.08300   -11.77100   -71.85900     6.22800     2.71100    -5.55100     -.31500
      239.12016     4.35600   589.19000  -587.23800     6.83200   -47.41300     5.98000     2.55500    -1.37000     4.77400
      239.12090     4.32800   585.99000  -584.36900    29.68900   -31.82000     5.95000     2.83300     -.76500     5.14700
      239.12164     4.22000   583.19000  -581.90800    29.37000   -25.07500     6.19800     2.79400    -1.99400     4.98900
      239.12238     3.95400   587.26000  -585.63600     8.14800   -42.89400     6.54400     2.85200    -3.47900     4.73200
      239.12312     3.63800   590.26000  -588.94900     9.47200   -38.08600     6.59200     2.34100    -3.77000     4.82800
      239.12387     4.08500   589.51000  -588.66700    18.15100   -25.82100     6.70400     2.53400    -2.91000     5.45700
      239.12461     3.75000   585.71000  -584.44300    20.46400   -32.66400     6.61100     2.79100    -2.43600     5.46200
      239.12535     3.87300   586.63000  -585.53200    25.33500   -25.39700     6.50500     2.29200    -3.55200     4.86200
      239.12609     4.30200   592.41000  -591.27000    12.14600   -34.69100     6.46000     2.69000    -4.08700     4.14300
      239.12683     3.88000   586.56000  -584.85700    13.16200   -42.65200     6.39700     3.31000    -4.01700     3.60900
      239.12757     3.83600   583.81000  -582.35500    14.29800   -38.57300     6.39800     3.49200    -3.75600     3.78600
      239.12831     4.04100   585.53000  -583.63700    19.86600   -42.63300     6.33200     3.42200    -3.66000     3.79500
      239.12905     3.86900   585.81000  -584.40200    16.88100   -36.85200     6.36100     3.52300    -4.02900     3.41100
      239.12979     4.37700   588.36000  -585.23700     -.12100   -60.50800     6.22600     3.57700    -4.38600     2.46500
      239.13053     3.65100   592.04000  -588.88100     -.58500   -61.09000     6.17000     3.48100    -4.60800     2.10200
      239.13127     4.20900   593.26000  -591.64800     5.94800   -43.31400     6.09400     3.07100    -4.44200     2.77700
      239.13201     3.78400   591.30000  -589.34700    11.94200   -46.57300     6.05400     2.95200    -3.32500     4.05900
      239.13275     4.11900   589.96000  -589.37800    19.76900   -17.08200     6.16000     3.87000    -3.94900     1.31600
      239.13350     3.11900   584.88000  -579.08000   -12.34400   -81.21500     6.61900     4.42600    -3.85700      .99600
      239.13424     3.36500   566.88000  -564.42300     4.24400   -52.57900     6.80100     5.48600    -3.88100      .57100
      239.13498     3.20500   566.36000  -562.98800     1.84700   -61.63700     6.66500     5.07600    -3.68100    -2.16800
      239.13572     3.35900   568.77000  -564.39100    -9.55000   -69.76600     6.64500     4.96400    -3.79700    -2.06100
      239.13646     3.43400   568.69000  -565.37400    -1.41400   -61.29000     6.95400     4.62300    -4.94100      .33600
      239.13720     2.99700   581.43000  -579.59200    -7.98500   -45.50000     7.07800     3.83600    -5.39000     2.07100
      239.13794     3.08800   582.53000  -580.45300   -17.87000   -45.79600     7.06200     3.45500    -6.01500      .78600
      239.13868     3.22400   584.38000  -581.77200   -15.09900   -53.01800     7.04300     4.07500    -5.42100     1.11200
      239.13942     3.18533   581.14000  -578.88030   -14.75567   -48.65200     7.31900     4.35800    -4.87000     2.83800
      239.14016     3.14667   577.90000  -575.98860   -14.41233   -44.28600     7.31200     4.46200    -4.87100     2.95300
      239.14090     3.10800   574.66000  -573.09700   -14.06900   -39.92000     7.24300     4.92900    -5.01900     1.18400
      239.14164     3.37300   567.46000  -565.36200   -15.79300   -46.14000     7.31700     5.20700    -4.86700     1.55500
      239.14238     3.31400   565.17000  -564.28900      .44500   -31.51700     7.27400     5.36800    -4.11800     2.54200
      239.14313     2.96000   566.15000  -565.24400    -7.80700   -30.95900     7.27700     4.82200    -4.62800     2.80400
      239.14387     2.92800   564.85000  -564.23600     3.31300   -26.04400     7.28500     4.95300    -4.92400     1.93000
      239.14461     3.00700   568.31000  -565.10600   -17.55800   -57.68100     7.23800     4.95100    -4.82200     1.97800
      239.14535     2.80500   573.92000  -572.44200    -1.99000   -41.15200     7.20200     4.87500    -4.24300     2.86800
      239.14609     2.82500   577.48000  -576.04200    -8.65500   -39.77500     7.16100     4.90300    -3.79800     3.28900
      239.14683     3.47600   574.86000  -574.16600    18.26100   -21.47300     7.07600     4.55100    -3.47300     4.07200
      239.14757     3.14800   571.82000  -571.08900     4.11900   -28.58700     7.05000     4.71300    -4.15000     2.68300
      239.14831     3.55400   568.95000  -568.25400     9.09400   -26.70100     7.13800     5.34500    -3.77500     2.77100
      239.14905     3.10300   566.77000  -565.65300     6.12500   -35.08600     7.09900     5.91200    -2.55900     2.77500
      239.14979     3.73200   559.30000  -557.73200    31.58000   -27.49900     7.15100     5.97100    -2.65200     2.71800
      239.15053     3.51700   558.29000  -556.56600    17.01900   -40.46300     7.10700     6.11400    -3.35900     1.05000
      239.15127     3.30600   561.52000  -560.28100     7.88100   -36.41500     7.16000     5.85800    -3.84400     1.20800
      239.15201     3.42900   557.62000  -554.82100      .20800   -55.79800     7.14500     5.65200    -4.09000      .97300
      239.15275     3.12700   569.67000  -568.42800     3.56000   -37.44200     7.08800     5.18200    -4.40100     1.75200
      239.15350     3.17300   565.37000  -563.35800    -5.63800   -47.35300     7.13800     5.23900    -4.80000      .14300
      239.15424     3.30100   565.85000  -563.04000    -5.08300   -56.06100     7.11500     5.19700    -4.79300     -.30000
      239.15498     2.90600   569.19000  -566.52900    -6.41700   -54.61000     7.07900     4.48300    -5.10400    -1.68500
      239.15572     3.29900   581.53000  -576.37500   -23.49100   -73.58100     7.07400     4.63500    -5.17800     -.19100
      239.15646     2.95700   577.21000  -574.29600   -16.86900   -55.37500     7.09800     4.72300    -5.19900     -.44800
      239.15720     3.52400   571.85000  -568.31000    -8.19300   -62.98500     7.06700     4.44900    -5.30900    -1.22500
      239.15794     2.96700   574.40000  -570.50500   -13.32300   -65.43100     7.10100     4.43400    -5.26600    -1.60600
      239.15868     3.14600   574.27000  -571.47300    -7.16300   -56.20500     7.06100     3.46000    -5.45700    -2.55900
      239.15942     2.81200   593.32000  -588.69900   -23.33800   -70.09400     6.93400     3.89300    -5.53900    -1.13300
      239.16016     3.22500   587.41000  -587.09400     7.71100   -17.70200     6.81700     3.02700    -5.17000     3.03700
      239.16090     3.25800   594.84000  -593.98500   -11.66300   -29.64000     6.64400     2.21100    -4.73700     3.73800
      239.16164     3.18800   588.75000  -586.71800   -12.03100   -47.38500     6.85100     4.31900    -4.97100    -1.32000
      239.16238     3.24561   586.47040  -584.22090   -12.69104   -49.68595     6.91900     4.41200    -5.16100    -1.24000
      239.16313     3.30400   584.16000  -581.69000   -13.36000   -52.01800     6.98700     4.14900    -5.45200    -1.15900
      239.16387     3.31000   579.07000  -576.20500   -13.73000   -55.82400     6.97100     3.81800    -5.63100    -1.25200
      239.16461     3.20500   584.49000  -581.40000   -16.10200   -57.86800     7.03600     4.82500    -4.90400     -.67200
      239.16535     3.17500   573.29000  -568.95200    -6.91100   -70.08500     6.96700     4.70300    -4.38900    -2.40800
      239.16609     3.49000   575.27000  -572.86300    -2.06800   -52.55400     7.03600     5.12000    -4.22700     1.09100
      239.16683     3.31800   570.17000  -567.51200    -5.35600   -54.70300     6.95600     4.95800    -4.06000    -2.52600
      239.16757     2.95300   561.67000  -558.31400     5.94200   -61.01100     6.96200     6.09900    -2.98500    -1.18900
      239.16831     2.99200   569.96000  -566.83400    -5.51750   -58.14100     6.85100     4.45300    -4.39100    -1.82700
      239.16905     3.03100   578.25000  -575.35400   -16.97700   -55.27100     6.86400     4.49400    -4.89300    -1.60100
      239.16979     2.88700   574.45000  -571.79900    -5.86700   -54.82100     6.90100     4.62200    -4.79900    -1.65200
      239.17053     2.85000   572.88000  -569.39800   -12.91700   -61.73500     6.87700     5.02000    -4.32200    -1.55200
      239.17127     3.03100   563.68000  -561.37600      .68800   -50.93400     6.91400     5.08000    -4.31800    -1.72000
      239.17201     3.12700   571.36000  -567.60300   -19.29400   -62.50900     6.95100     4.39700    -4.70600    -2.47300
      239.17275     3.16300   579.73000  -574.20100   -14.67300   -78.48400     6.99600     4.33700    -4.81100    -1.95000
      239.17350     3.10600   573.40000  -571.70200    -9.05700   -43.15900     6.98900     4.54600    -5.12800    -1.08500
      239.17424     3.09700   578.01000  -575.20300   -14.08200   -55.09500     6.82100     4.20100    -4.73600    -2.00300
      239.17498     3.48400   586.71000  -579.21300     4.56600   -93.40400     6.71600     3.99500    -3.74000    -3.55700
      239.17572     3.32700   572.78000  -567.90700   -16.18200   -72.79700     6.72400     4.73000    -3.06800    -3.52100
      239.17646     3.50000   573.37000  -566.89700    11.11500   -85.19900     6.50400     4.58700    -2.96000    -3.16100
      239.17720     3.67100   581.92000  -578.13300     6.19800   -66.00800     6.40800     4.33600    -3.48500    -2.13000
      239.17794     3.86700   597.84000  -597.56800    -6.59600   -16.64100     6.38500     2.18900    -5.55900     1.97400
      239.17868     3.36500   606.59000  -605.39200   -21.80300   -31.24800     6.27800     2.49900    -5.67800      .35000
      239.17942     3.77000   596.28000  -595.32800   -11.11300   -31.75600     6.37600     2.99400    -5.53600      .18400
      239.18016     3.55700   593.61000  -592.23200   -10.62300   -38.96000     6.39800     3.97300    -4.83000      .94200
      239.18090     3.46100   585.85000  -585.49400    12.90100   -15.86800     6.28100     3.49400    -3.73300     3.24800
      239.18164     3.19400   595.58000  -594.48400   -10.63200   -34.55500     6.42600     3.24000    -5.48100      .23500
      239.18238     3.35200   591.22000  -589.38500   -14.04300   -44.42900     6.08200     2.99200    -4.46300    -2.41700
      239.18312     3.37000   598.79000  -592.91800   -19.15300   -81.46500     5.93200     2.29600    -3.20100    -4.23000
      239.18387     3.29100   597.89000  -591.34300    -7.41600   -87.95200     5.91500     2.14100    -3.01900    -4.59100
      239.18461     3.50900   606.90000  -601.83300    -9.68100   -77.69100     5.62300     2.93700    -3.25700    -1.15200
      239.18535     3.69750   597.84000  -594.00900     2.06700   -65.60450     5.60900     3.65400    -3.40900     2.17200
      239.18609     3.88600   588.78000  -586.18500    13.81500   -53.51800     5.40400     3.26900    -2.49400    -1.11100
      239.18683     4.12500   585.38000  -584.61500     2.45900   -29.79900     5.52700     4.35800    -2.79000     -.52800
      239.18757     3.71800   582.54000  -577.18800    22.15000   -75.62300     5.37600     3.89200    -2.78600      .26700
      239.18831     3.51300   589.23000  -588.45800    10.74900   -28.08200     5.44600     3.97400    -3.19600      .30500
      239.18905     3.80100   588.13000  -585.41900    14.64000   -54.42400     5.61200     4.20400    -2.86700     -.41200
      239.18979     3.67300   599.13000  -598.56200    12.16800   -23.05100     5.44700     2.31500    -4.61200      .86300
      239.19053     3.57000   608.78000  -607.27100    -8.95700   -41.88600     5.79600     1.98200    -4.74900     2.47200
      239.19127     3.24100   601.10000  -600.24900     4.23800   -31.76300     5.89400     2.74500    -4.92000     1.19700
      239.19201     3.24900   598.02000  -594.83300    -1.67800   -61.61900     5.08700     3.12800    -3.70300     -.26500
      239.19275     3.29300   587.83000  -584.46600    12.71500   -61.48300     5.07400     4.02800    -2.41500    -1.20300
      239.19350     3.07600   586.94000  -583.34600    21.16500   -61.28900     5.25200     4.62400    -1.20100    -2.03600
      239.19424     3.69900   576.64000  -572.32400     4.94300   -70.28000     5.54700     4.98900     -.14300    -2.25000
      239.19498     3.79400   570.20000  -565.83300    15.69800   -68.62200     5.63000     5.10700     -.91700    -2.12900
      239.19572     3.73000   571.28000  -568.08700    20.09200   -56.90700     5.53400     5.22300     -.66900    -1.57500
      239.19646     3.72500   567.73000  -564.67300    17.82400   -56.12200     5.74200     5.30700    -1.75200    -1.17200
      239.19720     3.94200   567.31000  -564.62500    24.81500   -49.23000     5.73200     5.48600     -.47600    -1.54900
      239.19794     3.89700   571.00000  -567.11700    20.11700   -63.35200     5.86800     5.57100      .19300    -1.77100
      239.19868     4.00200   573.00000  -567.74400    38.16300   -67.34800     5.82300     5.09500    -1.07100    -2.39100
      239.19942     3.53800   575.51000  -572.59900    10.96700   -56.72300     5.87600     5.33500    -1.51300    -1.81200
      239.20016     3.89100   567.77000  -563.95100    22.01600   -61.97000     6.01400     5.48900    -1.26100    -1.38100
      239.20090     3.33300   571.17000  -569.10200     8.63000   -47.80700     5.81700     4.41200    -2.77300    -2.48500
      239.20164     3.00300   587.12000  -582.18700   -18.86500   -73.60200     5.74100     4.27300    -2.50500    -2.51100
      239.20238     2.97300   581.09000  -575.96300   -13.00500   -75.92800     5.80900     4.11300    -2.85600    -2.75100
      239.20313     3.42900   574.73000  -572.12700     4.01000   -54.51600     5.78200     4.47700    -2.86000    -2.24800
      239.20387     3.43700   575.84000  -572.52800    -2.12700   -61.63900     5.81000     4.18600    -2.96100    -2.51300
      239.20461     3.42000   585.98000  -583.04500    -7.98200   -58.03700     5.66100     3.37600    -3.62800    -2.62600
      239.20535     3.79500   590.32000  -583.70500     2.50000   -88.08600     5.79700     2.89400     -.41300    -4.95000
      239.20609     3.71600   591.57000  -583.61800    10.83600   -96.06800     5.82500     3.55200     -.96000    -4.39400
      239.20683     3.43300   585.11000  -579.99500    10.88000   -76.43300     5.95300     3.51700    -2.79000    -3.44500
      239.20757     3.56400   594.03000  -591.45600   -27.87200   -47.68000     5.71200     1.37400    -4.57600     1.38400
      239.20831     3.56950   598.39500  -596.27650   -24.97800   -43.29850     6.01100     1.34500    -5.62800     1.13900
      239.20905     3.57500   602.76000  -601.09700   -22.08400   -38.91700     5.82200     3.00900    -2.26000    -2.51600
      239.20979     3.70500   593.23000  -587.95900    -5.96400   -78.71100     5.76800     3.54100    -1.62400    -4.16600
      239.21053     3.65000   596.01000  -591.21700    -9.00400   -74.85800     5.89300     3.08500    -1.63400    -4.68400
      239.21127     3.50600   591.31000  -585.99100     4.50600   -78.98600     5.96500     3.77900     -.66300    -4.45300
      239.21201     3.71000   591.23000  -585.84200    20.34400   -76.96000     5.81300     3.49600      .61500    -4.40600
      239.21275     3.86200   588.87000  -583.83900     6.02600   -76.60600     5.75800     3.71900    -1.02500    -4.05100
      239.21350     3.33500   591.67000  -585.85000    12.71300   -81.79700     5.73300     4.21700      .57100    -3.53500
      239.21424     3.59000   586.87000  -581.94500    -1.42300   -75.86600     5.76200     3.57500    -1.61300    -3.93100
      239.21498     3.53100   585.03000  -580.75000    -9.83500   -69.98000     5.73600     4.25300    -1.73100    -3.04100
      239.21572     3.31700   596.00000  -591.68300   -13.38500   -70.33900     5.68200     2.43300    -3.05200    -3.73900
      239.21646     3.03800   632.57000  -629.44000   -35.00000   -52.18300     5.67000      .32700    -4.24300    -3.10300
      239.21720     2.94200   593.30000  -586.52900   -18.51400   -87.46000     5.80300     3.15200    -2.39300    -4.17200
      239.21794     3.58100   583.33000  -578.16200    12.79500   -76.41900     5.97500     4.78600     -.79700    -3.41000
      239.21868     3.82700   579.19000  -574.27400    16.94500   -73.37700     6.02400     4.71700     -.30200    -3.01300
      239.21942     3.87900   604.77000  -601.53300    -7.68200   -62.00000     6.08900      .34100    -4.33300    -4.15600
      239.22016     3.31300   596.46000  -589.38300    -4.89100   -91.47500     6.08700     2.10100    -2.67600    -4.82900
      239.22090     3.50600   602.20000  -594.66700      .41800   -94.93700     6.08600     2.41400    -1.72600    -5.06500
      239.22164     3.79400   602.40000  -595.55900     2.25300   -90.50100     6.18300     2.41900    -1.61400    -5.12700
      239.22238     3.33800   603.14000  -595.50900    -2.75700   -95.59400     6.15500     2.43800    -2.93000    -4.56900
      239.22313     3.18400   601.73000  -597.08700   -23.56000   -70.80400     6.22600     2.33100    -2.32300    -5.07500
      239.22387     3.25900   608.20000  -601.21950    -3.75200   -88.11349     5.99600      .57600     -.57700    -5.51100
      239.22461     3.33400   614.67000  -605.35200    16.05600  -105.42300     5.85500     1.18600      .73600    -5.62500
      239.22535     3.61900   603.38000  -595.80700    16.53300   -93.83800     5.88700     1.74400     -.24500    -5.55000
      239.22609     3.69800   605.03000  -596.56200    -4.90800  -100.73000     5.74300     1.81700     -.19700    -5.38400
      239.22683     3.81300   596.77000  -590.69300      .68200   -84.96300     5.74100     1.76000     1.43100    -5.19600
      239.22757     3.93000   606.89000  -597.83700    16.40200  -103.14500     5.76700     1.82000     1.10300    -5.32400
      239.22831     3.59700   603.13000  -594.91800    16.90800   -97.74200     5.69300     1.71500      .77900    -5.22900
      239.22905     3.90000   601.34000  -594.10100    13.28000   -92.10100     5.66300     2.24600      .00900    -5.02900
      239.22979     3.46500   586.45000  -580.52600     2.47300   -83.11600     5.63000     3.27300    -1.07300    -4.03800
      239.23053     3.35100   589.09000  -584.97500    -5.43000   -69.25900     5.61000     4.50500    -2.54300    -1.07900
      239.23127     3.34550   588.83000  -586.55700    -6.59250   -45.23550     5.67300     4.31200    -3.50400      .70500
      239.23201     3.34000   588.57000  -588.13900    -7.75500   -21.21200     5.72000     4.53600    -3.34300      .90800
      239.23275     3.57600   585.81000  -584.99100   -10.43200   -29.11300     5.72400     4.54100    -3.36200      .66000
      239.23350     3.21600   582.42000  -580.78200    -7.80100   -42.93200     5.89100     5.38100    -1.81400    -1.26500
      239.23424     3.62400   575.20000  -572.44000    14.67800   -54.37900     5.92000     5.22800    -1.53100    -2.01100
      239.23498     3.46700   577.04000  -573.58200    -3.52300   -63.01200     5.97900     5.18000    -2.65800    -1.21700
      239.23572     3.42000   575.81000  -572.73700    -6.44000   -59.02000     5.97500     5.07600    -2.95000     -.43300
      239.23646     3.66700   574.47000  -572.65400    -6.51800   -45.23100     5.92100     5.02700    -2.99600     -.44100
      239.23720     3.50400   583.65000  -581.55700   -20.23200   -45.06500     5.91400     4.43300    -3.86800     -.10000
      239.23794     3.34000   584.90000  -583.04000   -17.58400   -43.18100     5.94900     4.60300    -3.73100     -.26700
      239.23868     3.61800   584.18000  -582.71700   -18.26200   -37.06700     5.93300     5.02900    -3.05400      .21300
      239.23942     3.25500   579.62000  -578.29500    -8.42800   -38.17900     5.89200     5.15700    -2.80100      .21800
      239.24016     3.60400   579.46000  -577.30000    -6.91600   -49.54600     5.51600     4.47300    -3.00300     -.59000
      239.24090     3.55800   587.49000  -585.64800   -14.21300   -44.31000     5.53000     4.25800    -3.39900      .41300
      239.24164     3.34700   585.12000  -584.66900    -9.80200   -20.84000     5.85200     4.46900    -3.61100      .97100
      239.24238     3.45900   587.51000  -586.58300   -11.56500   -30.87200     5.82000     4.33200    -3.72300      .98500
      239.24312     3.51600   586.31000  -585.08600   -18.51800   -32.96300     5.88700     4.57500    -3.64600      .49400
      239.24387     3.68800   581.97000  -580.53100   -15.96200   -37.65100     5.83800     4.78800    -3.32200      .09000
      239.24461     3.88300   593.65000  -592.15600   -13.79500   -39.75500     5.49700     2.58000    -2.85600     2.81600
      239.24535     4.05200   614.96000  -614.72800     8.75800   -14.37400     5.42600     1.72100    -2.00900     4.57300
      239.24609     3.82400   624.39000  -623.29900    31.77000   -18.77200     5.56700     1.02700     -.54700     5.36300
      239.24683     4.06000   619.20000  -618.75500    18.77400   -14.14500     5.70000     1.83400    -1.40400     5.11200
      239.24757     4.33000   611.65000  -611.41700    13.07300   -10.89600     5.89500     2.42400    -2.56000     4.67500
      239.24831     3.88900   613.94000  -613.61100     2.41800   -19.92000     5.75400     1.76500    -2.70600     4.67200
      239.24905     4.04200   621.72000  -621.58300     4.76800   -11.90700     5.65200     1.71800    -3.24500     4.24900
      239.24979     3.59700   615.29000  -614.81900     -.92700   -23.97800     5.56000     2.08800    -3.07900     3.98000
      239.25053     4.10900   618.29000  -618.04300    16.39400    -6.51500     5.53000     2.03000    -3.05900     3.97600
      239.25127     3.64000   610.57000  -609.58900   -14.51700   -31.38800     5.71200     3.35500    -3.88600     2.36900
      239.25201     3.77200   610.12000  -608.82100   -19.90500   -34.40800     5.61700     2.20300    -3.87400     3.22400
      239.25275     3.48700   612.93000  -612.55900    -9.47100   -19.00800     5.72400     2.56200    -4.04600     2.98200
      239.25350     3.80700   612.67000  -611.23700   -19.76400   -36.98700     5.72600     2.57700    -3.05600     3.78100
      239.25424     3.62150   610.28500  -609.14150   -15.62600   -33.56200     5.70900     2.60500    -3.48700     3.41000
      239.25498     3.43600   607.90000  -607.04600   -11.48800   -30.13700     5.55600     3.25400    -2.89800     3.23500
      239.25572     4.10800   599.14000  -597.51300    -4.18400   -43.91100     5.28900     3.84400    -2.70500     2.01900
      239.25646     3.57300   594.53000  -592.84200    -2.76500   -44.69900     5.27800     4.57700    -2.12300     -.79200
      239.25720     4.06800   608.26000  -607.47100     7.81500   -30.00200     4.89300     1.14900     -.35300     4.21300
      239.25794     3.72400   626.42000  -625.66300    24.55400   -18.48300     5.17400      .81300     -.29600     5.01400
      239.25868     4.28300   622.30000  -621.83700     9.20900   -22.19000     4.89500      .36800    -1.05900     4.66600
      239.25942     4.13200   613.54000  -609.49100    34.62700   -61.26900     4.41600     2.13500     2.79000    -1.75900
      239.26016     3.86300   620.84000  -615.57800    32.18600   -73.91900     4.23700     1.94400     1.69000    -2.80800
      239.26090     3.01500   611.59000  -605.51000    -1.02600   -85.98200     5.38700     2.97600     -.79900    -4.34900
      239.26164     3.00800   611.88000  -606.62800     7.05200   -79.69600     5.56700     3.35200      .12300    -4.40400
      239.26238     3.39400   614.70000  -606.99400     8.74000   -96.64900     5.49600     2.56600      .90300    -4.74800
      239.26313     3.10700   609.61000  -602.41700     5.21300   -93.20500     4.91000     2.35600     1.68900    -3.65800
      239.26387     3.75500   622.33000  -616.92600    28.70400   -76.65500     5.25500     1.41900     1.12700    -4.64300
      239.26461     3.29200   620.21000  -611.95200    -1.41700  -100.83100     5.57900     1.48600      .66200    -5.30800
      239.26535     3.15800   620.26000  -613.49700    10.89600   -90.67300     5.84400     1.51000      .11800    -5.62700
      239.26609     3.05600   619.81000  -612.22000   -11.45600   -96.04500     5.61900     1.29200     -.14900    -5.45800
      239.26683     3.15800   627.75000  -619.94200    -9.24400   -98.28600     5.47600      .81300     -.19900    -5.39500
      239.26757     3.29300   622.61000  -615.89700     4.72700   -91.04400     5.23000     1.26100      .25400    -5.05800
